Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2022-10-19,30-210,BRK,,NOP,L (-22),1,34:10,6,19,.316,0,6,.000,3,3,1.000,0,2,2,5,2,0,2,3,15,7.0,-18
2,2,2022-10-21,30-212,BRK,,TOR,W (+4),1,40:34,11,24,.458,5,13,.385,3,3,1.000,1,0,1,7,0,1,2,4,30,20.3,+22
3,3,2022-10-24,30-215,BRK,@,MEM,L (-10),1,38:43,14,24,.583,2,6,.333,7,8,.875,2,6,8,5,2,2,3,3,37,31.3,-9
4,4,2022-10-26,30-217,BRK,@,MIL,L (-11),1,38:59,9,21,.429,0,7,.000,9,10,.900,0,9,9,1,1,0,1,4,27,17.3,-9
5,5,2022-10-27,30-218,BRK,,DAL,L (-4),1,42:04,14,31,.452,5,14,.357,6,6,1.000,2,5,7,4,3,4,3,3,39,30.2,-3
6,6,2022-10-29,30-220,BRK,,IND,L (-9),1,39:31,13,22,.591,5,12,.417,4,5,.800,1,1,2,6,0,0,2,2,35,26.8,0
7,7,2022-10-31,30-222,BRK,,IND,W (+7),1,42:42,9,19,.474,4,11,.364,6,6,1.000,0,6,6,6,3,1,3,1,28,24.6,+14
8,8,2022-11-01,30-223,BRK,,CHI,L (-9),1,32:46,2,12,.167,0,6,.000,0,0,,0,6,6,7,0,1,3,4,4,-0.8,-14
9,,2022-11-04,30-226,BRK,@,WAS,W (+42),,,,,,,,,,,,,,,,,,,,,,
10,,2022-11-05,30-227,BRK,@,CHO,W (+4),,,,,,,,,,,,,,,,,,,,,,
11,,2022-11-07,30-229,BRK,@,DAL,L (-2),,,,,,,,,,,,,,,,,,,,,,
12,,2022-11-09,30-231,BRK,,NYK,W (+27),,,,,,,,,,,,,,,,,,,,,,
13,,2022-11-12,30-234,BRK,@,LAC,W (+15),,,,,,,,,,,,,,,,,,,,,,
14,,2022-11-13,30-235,BRK,@,LAL,L (-13),,,,,,,,,,,,,,,,,,,,,,
15,,2022-11-15,30-237,BRK,@,SAC,L (-32),,,,,,,,,,,,,,,,,,,,,,
16,,2022-11-17,30-239,BRK,@,POR,W (+2),,,,,,,,,,,,,,,,,,,,,,
17,9,2022-11-20,30-242,BRK,,MEM,W (+12),1,26:02,5,12,.417,2,5,.400,2,2,1.000,0,5,5,0,1,1,4,3,14,5.6,+16
18,10,2022-11-22,30-244,BRK,@,PHI,L (-9),1,30:32,10,18,.556,2,8,.250,1,1,1.000,0,2,2,2,1,2,2,0,23,16.8,-9
19,11,2022-11-23,30-245,BRK,@,TOR,W (+14),1,28:16,11,16,.688,5,8,.625,2,2,1.000,0,1,1,3,0,0,1,3,29,22.4,+16
20,12,2022-11-25,30-247,BRK,@,IND,L (-11),1,38:08,8,17,.471,3,9,.333,1,1,1.000,0,4,4,4,0,0,1,4,20,12.7,+1
21,13,2022-11-27,30-249,BRK,,POR,W (+14),1,37:57,8,17,.471,4,10,.400,2,3,.667,1,4,5,6,0,0,0,3,22,17.8,+2
22,14,2022-11-28,30-250,BRK,,ORL,W (+7),1,38:43,9,17,.529,2,5,.400,0,0,,0,2,2,3,0,1,4,5,20,9.1,+6
23,15,2022-11-30,30-252,BRK,,WAS,W (+6),1,38:10,9,21,.429,2,6,.333,7,8,.875,0,1,1,5,1,2,2,3,27,18.5,+5
24,16,2022-12-02,30-254,BRK,,TOR,W (+9),1,39:14,10,17,.588,2,5,.400,5,7,.714,1,4,5,5,2,0,4,3,27,20.5,+7
25,17,2022-12-04,30-256,BRK,,BOS,L (-11),1,40:01,7,21,.333,1,5,.200,3,3,1.000,3,5,8,5,0,1,2,2,18,11.1,-16
