,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2021-22,23.0,LAL,NBA,SG,61,19,23.2,2.4,5.2,0.459,0.9,2.7,0.317,1.5,2.5,0.616,0.542,1.6,1.9,0.839,0.7,2.4,3.2,1.8,0.5,0.3,0.7,1.4,7.3
1,2022-23,24.0,LAL,NBA,SG,64,22,28.8,4.0,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0
2,2023-24,25.0,LAL,NBA,SG,50,25,30.7,5.4,11.0,0.488,1.7,4.7,0.359,3.7,6.3,0.584,0.564,3.1,3.6,0.86,0.7,3.2,3.9,5.2,0.9,0.1,2.1,1.8,15.5
3,Career,,,NBA,,175,66,27.4,3.9,7.8,0.496,1.3,3.5,0.361,2.6,4.2,0.608,0.578,2.8,3.2,0.858,0.7,2.7,3.3,3.3,0.6,0.3,1.4,1.6,11.7
