,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2021-22,19.0,GSW,NBA,SF,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3
1,2022-23,20.0,GSW,NBA,PF,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9
2,2023-24,21.0,GSW,NBA,PF,43,17,24.3,5.6,10.5,0.532,0.8,2.6,0.324,4.7,7.9,0.6,0.572,2.8,3.9,0.713,1.2,3.3,4.5,1.6,0.7,0.4,1.5,2.2,14.8
3,Career,,,NBA,,180,45,20.1,4.1,7.8,0.523,0.8,2.3,0.345,3.3,5.6,0.596,0.573,1.9,2.8,0.685,1.0,2.7,3.7,1.4,0.6,0.4,1.3,2.2,10.9
