Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2021-10-20,20-350,PHI,@,NOP,W (+20),1,33:40,8,14,.571,2,3,.667,2,2,1.000,0,7,7,5,0,0,1,2,20,17.2,+23
2,2,2021-10-22,20-352,PHI,,BRK,L (-5),1,36:15,7,17,.412,1,5,.200,0,0,,0,2,2,2,1,0,0,3,15,7.7,-9
3,3,2021-10-24,20-354,PHI,@,OKC,W (+12),1,34:03,4,13,.308,0,4,.000,6,7,.857,3,2,5,2,0,1,3,5,14,5.9,-3
4,4,2021-10-26,20-356,PHI,@,NYK,L (-13),1,30:12,3,9,.333,0,3,.000,1,1,1.000,0,2,2,3,1,0,2,2,7,2.8,-9
5,5,2021-10-28,20-358,PHI,,DET,W (+8),1,31:03,6,8,.750,2,2,1.000,2,2,1.000,0,6,6,6,0,2,4,2,16,15.4,+19
6,6,2021-10-30,20-360,PHI,,ATL,W (+28),1,25:07,6,8,.750,1,2,.500,3,3,1.000,0,0,0,3,1,1,2,3,16,13.4,+14
7,7,2021-11-01,20-362,PHI,,POR,W (+10),1,30:18,4,8,.500,0,0,,2,3,.667,0,1,1,7,1,0,3,1,10,8.4,+11
8,8,2021-11-03,20-364,PHI,,CHI,W (+5),1,37:00,5,10,.500,0,0,,4,6,.667,0,1,1,6,0,0,0,2,14,11.9,+4
9,9,2021-11-04,21-000,PHI,@,DET,W (+11),1,44:41,8,12,.667,2,4,.500,2,2,1.000,0,4,4,5,2,0,1,2,20,19.7,+3
10,10,2021-11-06,21-002,PHI,@,CHI,W (+9),1,44:13,5,9,.556,0,1,.000,0,0,,0,3,3,8,1,1,1,1,10,12.5,+3
11,11,2021-11-08,21-004,PHI,,NYK,L (-7),1,39:16,6,19,.316,3,6,.500,1,2,.500,1,8,9,5,2,1,0,3,16,12.8,+5
12,12,2021-11-09,21-005,PHI,,MIL,L (-9),1,39:00,12,24,.500,4,9,.444,3,3,1.000,1,4,5,4,1,1,0,2,31,24.6,-8
13,13,2021-11-11,21-007,PHI,,TOR,L (-6),1,39:41,12,19,.632,1,3,.333,8,8,1.000,0,4,4,5,1,2,2,2,33,28.8,-9
14,14,2021-11-13,21-009,PHI,@,IND,L (-5),1,42:56,10,15,.667,3,4,.750,1,1,1.000,1,1,2,3,0,0,1,5,24,17.6,-4
15,15,2021-11-16,21-012,PHI,@,UTA,L (-35),1,28:53,7,14,.500,2,4,.500,0,0,,0,4,4,2,0,0,1,1,16,10.2,-13
16,16,2021-11-18,21-014,PHI,@,DEN,W (+14),1,34:49,9,15,.600,2,3,.667,2,4,.500,0,5,5,4,1,1,0,0,22,20.3,+2
17,17,2021-11-20,21-016,PHI,@,POR,L (-7),1,35:11,9,17,.529,1,4,.250,9,9,1.000,0,3,3,9,2,0,0,3,28,27.7,-4
18,18,2021-11-22,21-018,PHI,@,SAC,W (+8),1,35:01,8,22,.364,0,4,.000,8,8,1.000,0,1,1,4,2,0,0,3,24,15.7,+7
