Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2021-10-20,23-019,WAS,@,TOR,W (+15),1,22:06,3,3,1.000,0,0,,2,3,.667,1,4,5,0,2,4,1,1,8,12.0,+11
2,2,2021-10-22,23-021,WAS,,IND,W (+1),1,18:12,4,5,.800,0,0,,0,0,,1,1,2,1,0,2,1,4,8,6.6,-8
3,3,2021-10-25,23-024,WAS,@,BRK,L (-14),1,22:42,4,8,.500,0,0,,5,5,1.000,4,1,5,0,0,1,1,3,13,10.6,+8
4,4,2021-10-27,23-026,WAS,@,BOS,W (+9),1,7:08,1,1,1.000,0,0,,1,3,.333,1,3,4,0,1,1,1,0,3,4.2,-3
5,,2021-10-28,23-027,WAS,,ATL,W (+11),,,,,,,,,,,,,,,,,,,,,,
6,,2021-10-30,23-029,WAS,,BOS,W (+3),,,,,,,,,,,,,,,,,,,,,,
7,5,2021-11-01,23-031,WAS,@,ATL,L (-7),1,14:31,2,6,.333,0,0,,0,0,,3,2,5,0,0,3,0,4,4,3.8,-8
8,6,2021-11-03,23-033,WAS,,TOR,L (-9),1,20:30,4,5,.800,0,0,,1,1,1.000,2,2,4,0,2,0,1,1,9,9.7,-18
9,7,2021-11-05,23-035,WAS,,MEM,W (+28),1,23:23,7,8,.875,0,0,,1,2,.500,2,2,4,3,0,2,3,1,15,13.9,+13
10,8,2021-11-07,23-037,WAS,,MIL,W (+7),1,21:39,5,6,.833,0,0,,1,2,.500,2,6,8,0,0,2,0,1,11,12.6,-2
11,9,2021-11-10,23-040,WAS,@,CLE,W (+3),1,22:07,2,5,.400,0,0,,0,0,,2,4,6,1,2,0,0,1,4,6.2,-4
12,10,2021-11-13,23-043,WAS,@,ORL,W (+12),1,26:32,1,3,.333,0,0,,2,2,1.000,1,3,4,2,0,1,0,5,4,4.0,-2
13,11,2021-11-15,23-045,WAS,,NOP,W (+5),1,23:58,3,7,.429,0,0,,0,0,,1,4,5,3,0,3,0,2,6,7.6,-5
14,12,2021-11-17,23-047,WAS,@,CHO,L (-10),1,24:21,9,12,.750,0,0,,2,5,.400,2,7,9,1,2,1,1,4,20,18.3,-2
15,,2021-11-18,23-048,WAS,@,MIA,L (-15),,,,,,,,,,,,,,,,,,,,,,
16,13,2021-11-20,23-050,WAS,,MIA,W (+3),1,14:51,3,3,1.000,0,0,,0,0,,0,1,1,0,0,1,4,4,6,0.5,-11
17,14,2021-11-22,23-052,WAS,,CHO,L (-6),1,21:12,3,7,.429,0,0,,2,4,.500,3,7,10,0,0,2,2,5,8,5.1,-14
