,Season,Tm,PTS,AST,TRB,FT,3PA,3P,FGA,FG,STL,PA,PR,RA,PRA
0,2020-21,PHI,8.0,2.0,1.7,1.0,1.7,0.5,7.0,3.2,0.4,10.0,9.7,3.7,11.7
1,2021-22,PHI,17.5,4.3,3.2,2.8,4.1,1.8,13.3,6.4,0.7,21.8,20.7,7.5,25.0
2,2022-23,PHI,20.3,3.5,2.9,3.0,6.2,2.7,15.2,7.3,0.8,23.8,23.2,6.4,26.700000000000003
3,2023-24,PHI,25.7,6.6,3.6,5.0,8.2,3.1,19.7,8.8,1.0,32.3,29.3,10.2,35.9
4,Career,,17.2,3.9,2.8,2.8,4.7,1.9,13.3,6.3,0.7,21.099999999999998,20.0,6.699999999999999,23.9
