,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
20,2020-21,32.0,WAS,NBA,PG,44.0,1.0,21.0,2.9,6.8,0.434,0.4,1.1,0.367,2.5,5.6,0.448,0.465,0.4,0.8,0.576,0.5,2.9,3.4,3.9,0.7,0.3,0.9,1.4,6.7
21,2021-22,33.0,TOT,NBA,PG,65.0,1.0,17.3,2.8,6.6,0.43,0.4,1.0,0.373,2.5,5.6,0.441,0.459,0.2,0.4,0.625,0.4,1.8,2.2,3.8,0.7,0.4,1.2,1.2,6.3
22,2021-22,33.0,CHO,NBA,PG,37.0,1.0,13.8,2.0,5.0,0.395,0.3,0.7,0.4,1.7,4.3,0.394,0.422,0.3,0.5,0.632,0.3,1.2,1.5,2.6,0.5,0.3,1.0,0.9,4.5
23,2021-22,33.0,WAS,NBA,PG,28.0,0.0,22.0,4.0,8.8,0.457,0.5,1.5,0.357,3.5,7.3,0.478,0.488,0.1,0.2,0.6,0.5,2.5,3.0,5.2,1.0,0.5,1.5,1.6,8.6
24,2022-23,34.0,DEN,NBA,PG,43.0,0.0,9.3,1.2,3.0,0.397,0.0,0.3,0.167,1.2,2.8,0.42,0.405,0.0,0.1,0.5,0.1,1.1,1.3,2.3,0.2,0.2,1.0,0.8,2.5
25,2023-24,35.0,CHO,NBA,PG,41.0,4.0,16.9,1.5,3.5,0.431,0.1,0.2,0.5,1.4,3.3,0.426,0.444,0.1,0.1,0.75,0.3,1.5,1.8,3.3,0.3,0.1,1.1,1.1,3.2
26,Career,,,NBA,,803.0,171.0,19.2,3.0,7.1,0.429,0.4,1.2,0.325,2.7,5.9,0.45,0.456,0.6,0.9,0.676,0.3,2.0,2.4,3.8,0.7,0.2,1.2,1.3,7.1
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3 seasons,,DET,NBA,,219.0,67.0,24.0,4.2,9.3,0.453,0.5,1.6,0.314,3.7,7.8,0.481,0.479,0.9,1.3,0.714,0.3,2.4,2.8,4.5,0.7,0.3,1.3,1.7,9.8
29,3 seasons,,WAS,NBA,,140.0,24.0,23.8,3.9,8.8,0.446,0.7,1.9,0.365,3.2,6.9,0.468,0.485,0.6,0.9,0.677,0.5,2.8,3.2,4.7,0.8,0.4,1.3,1.5,9.1
30,2 seasons,,CHO,NBA,,78.0,5.0,15.4,1.7,4.2,0.41,0.2,0.4,0.424,1.6,3.8,0.409,0.432,0.2,0.3,0.652,0.3,1.4,1.7,3.0,0.4,0.2,1.0,1.0,3.8
31,2 seasons,,PHI,NBA,,75.0,64.0,30.7,5.7,14.1,0.402,0.8,2.6,0.328,4.9,11.6,0.419,0.432,1.6,2.4,0.646,0.5,3.3,3.8,6.7,1.3,0.3,2.7,1.8,13.8
32,1 season,,PHO,NBA,,70.0,1.0,14.4,1.7,4.0,0.423,0.0,0.3,0.043,1.7,3.7,0.457,0.425,0.3,0.6,0.564,0.4,1.4,1.8,2.6,0.7,0.2,0.9,0.9,3.7
33,2 seasons,,ORL,NBA,,56.0,3.0,9.8,1.0,3.0,0.347,0.1,0.4,0.238,0.9,2.6,0.363,0.362,0.2,0.3,0.6,0.3,1.0,1.3,1.6,0.4,0.1,0.7,0.4,2.3
34,1 season,,DEN,NBA,,43.0,0.0,9.3,1.2,3.0,0.397,0.0,0.3,0.167,1.2,2.8,0.42,0.405,0.0,0.1,0.5,0.1,1.1,1.3,2.3,0.2,0.2,1.0,0.8,2.5
35,1 season,,OKC,NBA,,30.0,0.0,5.2,0.5,1.5,0.333,0.0,0.2,0.2,0.5,1.3,0.35,0.344,0.2,0.3,0.667,0.2,0.7,0.9,0.9,0.1,0.0,0.3,0.4,1.2
36,1 season,,HOU,NBA,,28.0,3.0,11.8,1.1,3.0,0.386,0.1,0.3,0.375,1.0,2.7,0.387,0.404,0.3,0.4,0.7,0.2,1.3,1.5,2.3,0.5,0.1,0.9,0.9,2.6
37,1 season,,NOP,NBA,,27.0,3.0,22.9,3.6,8.4,0.43,0.4,1.2,0.303,3.3,7.2,0.451,0.452,1.2,1.6,0.767,0.5,2.9,3.4,5.7,0.9,0.2,1.7,1.4,8.9
38,1 season,,MIL,NBA,,16.0,0.0,8.6,1.1,2.7,0.395,0.3,0.6,0.4,0.8,2.1,0.394,0.442,0.0,0.0,,0.1,0.9,0.9,1.9,0.5,0.2,0.6,0.8,2.4
39,1 season,,MEM,NBA,,15.0,0.0,7.5,0.7,2.1,0.344,0.0,0.1,0.0,0.7,2.0,0.367,0.344,0.3,0.7,0.455,0.1,0.3,0.3,1.0,0.3,0.0,0.5,0.7,1.8
40,1 season,,GSW,NBA,,6.0,1.0,10.5,2.0,5.0,0.4,0.3,0.8,0.4,1.7,4.2,0.4,0.433,0.2,0.3,0.5,0.3,1.2,1.5,1.5,0.7,0.0,0.2,0.7,4.5
