,Season,Tm,PTS,AST,TRB,FT,3PA,3P,FGA,FG,STL,PA,PR,RA,PRA
0,2018-19,DAL,21.2,6.0,7.8,4.8,7.1,2.3,16.5,7.0,1.1,27.2,29.0,13.8,35.0
1,2019-20,DAL,28.8,8.8,9.4,7.0,8.9,2.8,20.6,9.5,1.0,37.6,38.2,18.200000000000003,47.0
2,2020-21,DAL,27.7,8.6,8.0,5.2,8.3,2.9,20.5,9.8,1.0,36.3,35.7,16.6,44.3
3,2021-22,DAL,28.4,8.7,9.1,5.6,8.8,3.1,21.6,9.9,1.2,37.099999999999994,37.5,17.799999999999997,46.199999999999996
4,2022-23,DAL,32.4,8.0,8.6,7.8,8.2,2.8,22.0,10.9,1.4,40.4,41.0,16.6,49.0
5,2023-24,DAL,34.7,9.6,8.6,7.4,10.3,3.9,24.0,11.7,1.4,44.300000000000004,43.300000000000004,18.2,52.900000000000006
6,Career,,28.3,8.1,8.6,6.2,8.4,2.9,20.6,9.6,1.1,36.4,36.9,16.7,45.0
