,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2020-21,20.0,SAS,NBA,SF,62,7,17.0,2.0,4.9,0.406,0.8,2.4,0.347,1.1,2.5,0.464,0.492,0.7,0.8,0.843,0.4,2.4,2.8,0.9,0.7,0.3,0.4,1.4,5.5
1,2021-22,21.0,SAS,NBA,SF,71,32,27.3,4.6,10.8,0.427,1.9,5.4,0.361,2.7,5.4,0.492,0.516,1.2,1.4,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0,12.3
2,2022-23,22.0,SAS,NBA,SG,38,32,31.0,6.9,15.7,0.439,2.7,7.0,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5
3,2023-24,23.0,SAS,NBA,SG,45,39,31.6,6.8,14.6,0.467,2.5,6.8,0.366,4.4,7.8,0.555,0.552,2.5,3.1,0.801,0.4,3.3,3.6,3.6,1.1,0.3,1.4,1.0,18.7
4,Career,,,NBA,,216,110,25.9,4.7,10.7,0.439,1.9,5.1,0.367,2.8,5.6,0.504,0.526,1.5,1.8,0.811,0.4,3.2,3.7,2.3,1.0,0.4,0.9,1.6,12.8
