,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2020-21,20.0,WAS,NBA,SF,54,32,23.3,2.4,5.8,0.417,1.0,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3
1,2021-22,21.0,WAS,NBA,SF,82,8,24.2,3.0,7.1,0.432,1.0,3.2,0.317,2.0,3.9,0.525,0.503,1.3,1.7,0.757,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3,8.4
2,2022-23,22.0,WAS,NBA,SF,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2
3,2023-24,23.0,WAS,NBA,SF,49,49,27.5,4.7,9.2,0.512,1.0,2.6,0.391,3.7,6.6,0.56,0.567,2.2,2.9,0.743,1.0,5.1,6.1,3.8,0.9,0.4,1.9,2.5,12.7
4,Career,,,NBA,,261,129,25.3,3.3,7.4,0.45,1.0,3.0,0.323,2.3,4.4,0.538,0.516,1.4,1.9,0.737,0.8,4.9,5.6,2.4,0.8,0.4,1.3,2.5,9.0
